"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 10:00","2024","12","20","10:00","-1.7","","-5.4","","76","","","","4","","10","","","","102.68","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 11:00","2024","12","20","11:00","-0.9","","-5.3","","72","","","","9","","8","","","","102.67","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 12:00","2024","12","20","12:00","-0.6","","-6.6","","64","","","","9","","5","","","","102.63","","","","-2","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 13:00","2024","12","20","13:00","-0.3","","-5.6","","67","","","","9","","10","","","","102.53","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 14:00","2024","12","20","14:00","0.3","","-4.8","","68","","","","4","","11","","","","102.41","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 15:00","2024","12","20","15:00","0.5","","-5.4","","65","","","","6","","14","","","","102.32","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 16:00","2024","12","20","16:00","0.6","","-5.6","","63","","","","5","","16","","","","102.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 17:00","2024","12","20","17:00","0.4","","-4.9","","67","","","","5","","10","","","","102.20","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 18:00","2024","12","20","18:00","0.2","","-4.3","","72","","","","4","","12","","","","102.07","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 19:00","2024","12","20","19:00","0.5","","-3.1","","77","","","","5","","16","","","","101.88","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 20:00","2024","12","20","20:00","0.9","","-2.7","","77","","","","6","","20","","","","101.70","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 21:00","2024","12","20","21:00","1.3","","-1.8","","80","","","","7","","22","","","","101.58","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 22:00","2024","12","20","22:00","0.3","","0.3","","100","","","","6","","19","","","","101.35","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-20 23:00","2024","12","20","23:00","0.2","","0.2","","100","","","","6","","17","","","","101.14","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 00:00","2024","12","21","00:00","0.1","","0.1","","100","","","","1","","9","","","","101.09","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 01:00","2024","12","21","01:00","0.0","","0.0","","100","","","","3","","19","","","","100.64","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 02:00","2024","12","21","02:00","-0.5","","-0.5","","100","","","","3","","25","","","","100.30","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 03:00","2024","12","21","03:00","-1.3","","-1.3","","100","","","","3","","29","","","","100.17","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 04:00","2024","12","21","04:00","-1.5","","-1.5","","100","","","","1","","25","","","","100.05","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 05:00","2024","12","21","05:00","-1.1","","-1.1","","100","","","","36","","29","","","","99.86","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 06:00","2024","12","21","06:00","-0.9","","-0.9","","100","","","","36","","32","","","","99.61","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 07:00","2024","12","21","07:00","-1.0","","-1.0","","100","","","","35","","31","","","","99.56","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 08:00","2024","12","21","08:00","-1.0","","-1.0","","100","","","","35","","26","","","","99.40","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 09:00","2024","12","21","09:00","-0.3","","-0.3","","100","","","","35","","30","","","","99.15","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 10:00","2024","12","21","10:00","0.4","","0.4","","100","","","","34","","28","","","","99.21","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 11:00","2024","12","21","11:00","0.9","","0.9","","100","","","","33","","33","","","","99.04","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 12:00","2024","12","21","12:00","0.9","","0.9","","100","","","","31","","27","","","","99.07","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 13:00","2024","12","21","13:00","0.4","","0.3","","100","","","","30","","27","","","","99.21","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 14:00","2024","12","21","14:00","0.9","","0.7","","99","","","","32","","34","","","","99.29","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 15:00","2024","12","21","15:00","0.4","","-0.4","","94","","","","32","","34","","","","99.39","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 16:00","2024","12","21","16:00","-0.8","","-2.4","","89","","","","31","","28","","","","99.74","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 17:00","2024","12","21","17:00","-0.9","","-2.3","","90","","","","30","","22","","","","99.90","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 18:00","2024","12","21","18:00","-1.8","","-3.9","","86","","","","30","","25","","","","100.09","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 19:00","2024","12","21","19:00","-2.6","","-4.8","","85","","","","30","","27","","","","100.28","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 20:00","2024","12","21","20:00","-3.1","","-4.5","","91","","","","30","","25","","","","100.41","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 21:00","2024","12","21","21:00","-3.5","","-5.5","","86","","","","30","","23","","","","100.51","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 22:00","2024","12","21","22:00","-3.8","","-5.7","","87","","","","30","","20","","","","100.60","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-21 23:00","2024","12","21","23:00","-4.1","","-6.0","","87","","","","28","","16","","","","100.67","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 00:00","2024","12","22","00:00","-4.3","","-6.6","","84","","","","28","","14","","","","100.75","","","","-9","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 01:00","2024","12","22","01:00","-4.6","","-6.6","","86","","","","28","","15","","","","100.83","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 02:00","2024","12","22","02:00","-4.6","","-6.8","","85","","","","28","","15","","","","100.90","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 03:00","2024","12","22","03:00","-4.9","","-7.7","","81","","","","29","","13","","","","101.02","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 04:00","2024","12","22","04:00","-5.1","","-7.4","","84","","","","28","","11","","","","101.10","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 05:00","2024","12","22","05:00","-5.3","","-8.2","","80","","","","29","","14","","","","101.17","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 06:00","2024","12","22","06:00","-5.3","","-8.4","","79","","","","30","","14","","","","101.25","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 07:00","2024","12","22","07:00","-5.9","","-9.5","","76","","","","28","","15","","","","101.37","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 08:00","2024","12","22","08:00","-6.1","","-8.8","","81","","","","28","","13","","","","101.48","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 09:00","2024","12","22","09:00","-6.1","","-9.8","","75","","","","30","","16","","","","101.62","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 10:00","2024","12","22","10:00","-5.9","","-9.8","","74","","","","30","","17","","","","101.70","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 11:00","2024","12","22","11:00","-6.2","","-10.1","","74","","","","32","","21","","","","101.74","","","","-13","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 12:00","2024","12","22","12:00","-6.3","","-10.5","","72","","","","32","","22","","","","101.73","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 13:00","2024","12","22","13:00","-6.2","","-9.4","","78","","","","32","","18","","","","101.72","","","","-13","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 14:00","2024","12","22","14:00","-7.2","","-10.1","","80","","","","33","","26","","","","101.78","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 15:00","2024","12","22","15:00","-7.5","","-10.7","","78","","","","32","","24","","","","101.87","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 16:00","2024","12","22","16:00","-7.7","","-10.6","","80","","","","33","","31","","","","101.99","","","","-17","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 17:00","2024","12","22","17:00","-8.4","","-11.2","","80","","","","33","","31","","","","102.12","","","","-18","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 18:00","2024","12","22","18:00","-7.9","","-9.8","","86","","","","33","","23","","","","102.21","","","","-16","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 19:00","2024","12","22","19:00","-8.1","","-11.2","","78","","","","31","","22","","","","102.31","","","","-16","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 20:00","2024","12","22","20:00","-7.2","","-8.9","","88","","","","32","","23","","","","102.39","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 21:00","2024","12","22","21:00","-7.3","","-10.4","","79","","","","30","","21","","","","102.44","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 22:00","2024","12","22","22:00","-7.8","","-11.7","","74","","","","30","","23","","","","102.46","","","","-16","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-22 23:00","2024","12","22","23:00","-8.0","","-11.3","","77","","","","29","","17","","","","102.56","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 00:00","2024","12","23","00:00","-7.5","","-10.6","","78","","","","30","","21","","","","102.57","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 01:00","2024","12","23","01:00","-7.7","","-10.9","","78","","","","29","","18","","","","102.59","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 02:00","2024","12","23","02:00","-7.8","","-10.7","","80","","","","28","","17","","","","102.63","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 03:00","2024","12","23","03:00","-7.8","","-10.6","","80","","","","29","","17","","","","102.72","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 04:00","2024","12","23","04:00","-7.5","","-11.2","","75","","","","29","","18","","","","102.76","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 05:00","2024","12","23","05:00","-7.4","","-10.2","","80","","","","31","","15","","","","102.82","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 06:00","2024","12","23","06:00","-8.1","","-10.8","","81","","","","29","","14","","","","102.89","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 07:00","2024","12","23","07:00","-8.6","","-11.2","","81","","","","29","","17","","","","102.98","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 08:00","2024","12","23","08:00","-7.3","","-8.8","","89","","","","32","","22","","","","103.04","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 09:00","2024","12","23","09:00","-7.7","","-10.4","","81","","","","31","","16","","","","103.13","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 10:00","2024","12","23","10:00","-7.4","","-9.7","","84","","","","33","","19","","","","103.19","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 11:00","2024","12","23","11:00","-7.4","","-11.2","","74","","","","33","","24","","","","103.15","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 12:00","2024","12","23","12:00","-7.2","","-11.2","","73","","","","34","","21","","","","103.14","","","","-15","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 13:00","2024","12","23","13:00","-6.2","","-10.8","","70","","","","33","","21","","","","103.10","","","","-13","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 14:00","2024","12","23","14:00","-5.8","","-11.3","","65","","","","32","","20","","","","103.10","","","","-13","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 15:00","2024","12","23","15:00","-5.4","","-12.5","","57","","","","29","","17","","","","103.15","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 16:00","2024","12","23","16:00","-5.5","","-11.4","","63","","","","30","","10","","","","103.17","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 17:00","2024","12","23","17:00","-5.9","","-11.6","","64","","","","28","","14","","","","103.24","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 18:00","2024","12","23","18:00","-6.9","","-11.6","","69","","","","28","","10","","","","103.32","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 19:00","2024","12","23","19:00","-7.7","","-12.6","","68","","","","27","","9","","","","103.32","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 20:00","2024","12","23","20:00","-8.2","","-12.9","","69","","","","25","","8","","","","103.33","","","","-12","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 21:00","2024","12","23","21:00","-8.6","","-12.7","","72","","","","24","","10","","","","103.34","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 22:00","2024","12","23","22:00","-8.9","","-12.7","","74","","","","24","","9","","","","103.32","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-23 23:00","2024","12","23","23:00","-9.0","","-12.5","","75","","","","25","","8","","","","103.37","","","","-13","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 00:00","2024","12","24","00:00","-9.1","","-12.7","","75","","","","24","","9","","","","103.33","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 01:00","2024","12","24","01:00","-9.1","","-11.7","","81","","","","24","","9","","","","103.28","","","","-14","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 02:00","2024","12","24","02:00","-8.7","","-10.8","","85","","","","26","","5","","","","103.23","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 03:00","2024","12","24","03:00","-8.3","","-9.8","","89","","","","26","","4","","","","103.25","","","","-10","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 04:00","2024","12","24","04:00","-8.0","","-9.9","","86","","","","27","","5","","","","103.22","","","","-11","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 05:00","2024","12","24","05:00","-6.8","","-6.8","","100","","","","","","0","","","","103.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 06:00","2024","12","24","06:00","-4.9","","-4.9","","100","","","","","","0","","","","103.14","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 07:00","2024","12","24","07:00","-4.6","","-7.9","","78","","","","14","","8","","","","103.09","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 08:00","2024","12","24","08:00","-3.4","","-5.1","","88","","","","13","","11","","","","103.01","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 09:00","2024","12","24","09:00","-2.5","","-4.0","","89","","","","12","","13","","","","102.97","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 10:00","2024","12","24","10:00","-1.6","","-4.4","","81","","","","17","","9","","","","102.94","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 11:00","2024","12","24","11:00","-1.8","","-2.1","","98","","","","15","","13","","","","102.84","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 12:00","2024","12","24","12:00","-1.0","","-1.0","","100","","","","16","","14","","","","102.70","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 13:00","2024","12","24","13:00","-0.9","","-1.0","","100","","","","16","","16","","","","102.60","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 14:00","2024","12","24","14:00","-0.7","","-0.7","","100","","","","15","","12","","","","102.50","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 15:00","2024","12","24","15:00","-0.7","","-0.7","","100","","","","17","","12","","","","102.47","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 16:00","2024","12","24","16:00","-0.4","","-0.4","","100","","","","15","","11","","","","102.48","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 17:00","2024","12","24","17:00","-0.3","","-0.3","","100","","","","15","","13","","","","102.46","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 18:00","2024","12","24","18:00","0.0","","0.0","","100","","","","15","","12","","","","102.42","","","","-4","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 19:00","2024","12","24","19:00","0.5","","0.5","","100","","","","14","","21","","","","102.38","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 20:00","2024","12","24","20:00","1.2","","1.2","","100","","","","13","","27","","","","102.34","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 21:00","2024","12","24","21:00","0.9","","0.9","","100","","","","11","","23","","","","102.28","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 22:00","2024","12","24","22:00","0.9","","0.9","","100","","","","10","","19","","","","102.27","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-24 23:00","2024","12","24","23:00","1.1","","1.1","","100","","","","9","","19","","","","102.23","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 00:00","2024","12","25","00:00","0.9","","0.9","","100","","","","9","","20","","","","102.21","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 01:00","2024","12","25","01:00","1.0","","1.0","","100","","","","9","","20","","","","102.16","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 02:00","2024","12","25","02:00","0.9","","0.9","","100","","","","7","","16","","","","102.16","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 03:00","2024","12","25","03:00","1.0","","1.0","","100","","","","7","","19","","","","102.18","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 04:00","2024","12","25","04:00","1.2","","1.2","","100","","","","7","","18","","","","102.17","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 05:00","2024","12","25","05:00","1.3","","1.3","","100","","","","7","","18","","","","102.17","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 06:00","2024","12","25","06:00","1.3","","1.3","","100","","","","5","","16","","","","102.20","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 07:00","2024","12","25","07:00","0.5","","0.5","","100","","","","4","","18","","","","102.24","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 08:00","2024","12","25","08:00","-0.1","","-0.1","","100","","","","4","","16","","","","102.30","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 09:00","2024","12","25","09:00","-0.5","","-1.4","","93","","","","2","","16","","","","102.36","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 10:00","2024","12","25","10:00","0.0","","-1.5","","90","","","","3","","20","","","","102.35","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 11:00","2024","12","25","11:00","0.0","","-1.1","","92","","","","2","","20","","","","102.33","","","","-5","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 12:00","2024","12","25","12:00","0.5","","-0.8","","91","","","","1","","20","","","","102.24","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 13:00","2024","12","25","13:00","0.6","","-0.6","","91","","","","36","","24","","","","102.19","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 14:00","2024","12","25","14:00","0.7","","-1.2","","87","","","","2","","25","","","","102.17","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 15:00","2024","12","25","15:00","0.5","","-2.0","","84","","","","1","","22","","","","102.14","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 16:00","2024","12","25","16:00","0.4","","-1.2","","89","","","","36","","29","","","","102.16","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 17:00","2024","12","25","17:00","0.3","","-2.2","","83","","","","36","","26","","","","102.24","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 18:00","2024","12","25","18:00","0.0","","-2.3","","85","","","","35","","31","","","","102.20","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 19:00","2024","12","25","19:00","-0.6","","-2.5","","87","","","","35","","33","","","","102.25","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 20:00","2024","12","25","20:00","-0.9","","-3.0","","86","","","","35","","34","","","","102.24","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 21:00","2024","12","25","21:00","-0.6","","-2.2","","89","","","","35","","36","","","","102.21","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 22:00","2024","12","25","22:00","-0.4","","-2.2","","88","","","","35","","30","","","","102.21","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-25 23:00","2024","12","25","23:00","-0.2","","-2.1","","87","","","","35","","32","","","","102.24","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 00:00","2024","12","26","00:00","-0.1","","-2.1","","87","","","","34","","35","","","","102.22","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 01:00","2024","12","26","01:00","-0.4","","-2.5","","86","","","","34","","31","","","","102.23","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 02:00","2024","12","26","02:00","-0.3","","-2.0","","88","","","","34","","34","","","","102.22","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 03:00","2024","12","26","03:00","-0.3","","-2.1","","88","","","","34","","36","","","","102.26","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 04:00","2024","12","26","04:00","-0.3","","-2.2","","87","","","","34","","33","","","","102.29","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 05:00","2024","12","26","05:00","-0.5","","-2.4","","87","","","","34","","36","","","","102.31","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 06:00","2024","12","26","06:00","-0.6","","-2.5","","87","","","","35","","34","","","","102.36","","","","-8","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 07:00","2024","12","26","07:00","-0.6","","-3.0","","84","","","","35","","27","","","","102.49","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 08:00","2024","12","26","08:00","-0.4","","-2.7","","84","","","","34","","24","","","","102.51","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 09:00","2024","12","26","09:00","-0.3","","-2.2","","87","","","","35","","22","","","","102.55","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 10:00","2024","12","26","10:00","-0.5","","-2.5","","86","","","","35","","33","","","","102.57","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 11:00","2024","12","26","11:00","-0.5","","-3.1","","83","","","","35","","31","","","","102.53","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 12:00","2024","12","26","12:00","-0.3","","-3.1","","81","","","","35","","31","","","","102.50","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 13:00","2024","12","26","13:00","0.0","","-3.4","","78","","","","35","","27","","","","102.46","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 14:00","2024","12","26","14:00","0.1","","-3.4","","78","","","","35","","22","","","","102.41","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 15:00","2024","12","26","15:00","0.4","","-3.0","","78","","","","35","","24","","","","102.44","","","","","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 16:00","2024","12","26","16:00","0.0","","-3.0","","80","","","","33","","27","","","","102.49","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 17:00","2024","12","26","17:00","-0.5","","-3.2","","82","","","","35","","19","","","","102.55","","","","-6","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 18:00","2024","12","26","18:00","-0.9","","-3.2","","84","","","","34","","28","","","","102.54","","","","-7","","NA"
"-63.58","44.66","HALIFAX DOCKYARD","8202240","2024-12-26 19:00","2024","12","26","19:00","-1.0","","-3.0","","87","","","","35","","26","","","","102.58","","","","-7","","NA"
